InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
581524,POST0007,Product Item 0007,22,2025-08-02 05:29:00,21.26,15294,United Kingdom
581887,POST0017,Product Item 0017,12,2024-07-14 14:25:00,41.63,16729,United Kingdom
581207,POST0023,Product Item 0023,4,2024-04-07 12:53:00,38.57,13156,United Kingdom
584382,POST0026,Product Item 0026,5,2025-08-27 06:31:00,29.31,17334,Netherlands
583794,POST0021,Product Item 0021,13,2024-01-22 10:36:00,47.86,12732,United Kingdom
581148,POST0022,Product Item 0022,15,2025-03-25 05:06:00,11.22,16330,France
581437,POST0058,Product Item 0058,23,2024-06-20 21:30:00,6.8,16846,United Kingdom
583202,POST0007,Product Item 0007,16,2025-01-17 14:54:00,42.91,12953,Spain
584749,POST0014,Product Item 0014,10,2024-05-13 10:51:00,22.79,14539,United Kingdom
584161,POST0015,Product Item 0015,23,2025-03-01 14:00:00,42.57,15324,Germany
586817,POST0053,Product Item 0053,16,2024-01-25 17:05:00,44.81,15301,United Kingdom
584901,POST0007,Product Item 0007,12,2025-05-17 08:39:00,4.53,13542,United Kingdom
585453,POST0009,Product Item 0009,17,2024-07-03 10:35:00,44.34,17293,United Kingdom
584245,POST0051,Product Item 0051,16,2024-03-25 22:12:00,23.24,17772,Spain
586336,POST0048,Product Item 0048,12,2025-07-20 12:19:00,26.25,13191,United Kingdom
587026,POST0008,Product Item 0008,8,2024-05-23 07:48:00,31.88,17512,Germany
585551,POST0050,Product Item 0050,20,2025-11-09 03:31:00,46.42,14993,EIRE
583823,POST0059,Product Item 0059,3,2025-02-15 18:55:00,2.43,14681,United Kingdom
586728,POST0023,Product Item 0023,16,2024-08-11 17:11:00,24.62,13217,United Kingdom
585724,POST0029,Product Item 0029,13,2024-08-07 13:23:00,34.85,13540,United Kingdom
584270,POST0018,Product Item 0018,23,2024-06-27 07:56:00,36.54,15236,United Kingdom
587975,POST0031,Product Item 0031,19,2025-09-22 14:33:00,35.08,17541,United Kingdom
581485,POST0030,Product Item 0030,8,2025-03-08 07:39:00,8.02,14386,United Kingdom
587676,POST0052,Product Item 0052,22,2024-09-21 04:12:00,16.02,15719,United Kingdom
581199,POST0039,Product Item 0039,5,2025-03-04 12:31:00,18.89,17615,United Kingdom
585466,POST0035,Product Item 0035,20,2025-10-23 16:20:00,40.51,13388,United Kingdom
586109,POST0018,Product Item 0018,8,2025-02-19 14:13:00,15.02,13856,United Kingdom
582982,POST0059,Product Item 0059,24,2025-03-28 03:55:00,11.72,13365,Spain
587996,POST0042,Product Item 0042,12,2024-07-15 22:09:00,47.93,12499,United Kingdom
582471,POST0039,Product Item 0039,1,2025-07-07 07:57:00,1.93,13680,Spain
585343,POST0017,Product Item 0017,21,2024-02-22 11:18:00,49.88,12510,United Kingdom
585883,POST0014,Product Item 0014,20,2025-04-24 17:23:00,34.32,16312,United Kingdom
583311,POST0031,Product Item 0031,6,2025-03-18 03:35:00,41.67,13324,United Kingdom
588225,POST0024,Product Item 0024,22,2024-11-25 14:14:00,15.79,13155,United Kingdom
584373,POST0035,Product Item 0035,18,2024-09-07 02:14:00,2.19,13827,United Kingdom
583078,POST0044,Product Item 0044,8,2024-05-02 15:04:00,37.28,15141,United Kingdom
582521,POST0045,Product Item 0045,7,2025-01-21 19:12:00,41.95,15486,United Kingdom
586368,POST0034,Product Item 0034,1,2024-12-04 06:49:00,37.41,13810,United Kingdom
581604,POST0003,Product Item 0003,21,2024-12-13 21:57:00,8.43,14923,United Kingdom
584848,POST0037,Product Item 0037,16,2024-01-29 21:09:00,38.03,17301,United Kingdom
584342,POST0043,Product Item 0043,12,2024-02-04 01:25:00,38.79,14214,United Kingdom
588773,POST0040,Product Item 0040,6,2025-06-01 09:15:00,33.43,16186,United Kingdom
586785,POST0026,Product Item 0026,20,2025-01-30 23:18:00,38.65,12713,United Kingdom
582417,POST0055,Product Item 0055,2,2025-09-14 06:17:00,42.52,17977,United Kingdom
586916,POST0023,Product Item 0023,14,2024-10-20 23:33:00,31.25,15602,United Kingdom
585597,POST0044,Product Item 0044,4,2025-08-11 17:54:00,5.8,16134,Germany
588759,POST0039,Product Item 0039,1,2024-12-14 04:01:00,25.15,15522,United Kingdom
584875,POST0015,Product Item 0015,23,2024-05-26 21:57:00,5.27,16268,United Kingdom
588251,POST0056,Product Item 0056,18,2024-03-07 15:19:00,21.26,16748,United Kingdom
588532,POST0049,Product Item 0049,13,2025-06-03 04:25:00,21.24,16849,United Kingdom
583933,POST0004,Product Item 0004,2,2024-05-01 19:03:00,4.7,13243,United Kingdom
581548,POST0029,Product Item 0029,9,2024-12-05 11:51:00,18.41,15709,United Kingdom
586461,POST0022,Product Item 0022,21,2024-06-23 21:11:00,6.88,13081,United Kingdom
581838,POST0025,Product Item 0025,2,2025-11-21 01:09:00,40.69,17779,United Kingdom
586526,POST0013,Product Item 0013,9,2025-08-19 00:56:00,47.45,12455,United Kingdom
586544,POST0018,Product Item 0018,1,2025-03-26 23:25:00,5.01,16924,United Kingdom
584815,POST0033,Product Item 0033,11,2025-07-10 00:38:00,47.81,12894,United Kingdom
588260,POST0016,Product Item 0016,3,2024-05-15 13:20:00,26.84,13384,United Kingdom
581847,POST0045,Product Item 0045,20,2024-01-16 17:21:00,16.03,13958,United Kingdom
585709,POST0042,Product Item 0042,23,2024-11-28 12:11:00,5.23,15072,United Kingdom
585507,POST0044,Product Item 0044,4,2024-07-13 13:44:00,25.78,13996,United Kingdom
587575,POST0002,Product Item 0002,18,2025-05-10 12:35:00,40.03,16285,United Kingdom
585773,POST0055,Product Item 0055,23,2024-01-09 05:51:00,35.79,12504,Germany
585254,POST0035,Product Item 0035,6,2024-11-29 22:01:00,3.94,13214,United Kingdom
587157,POST0042,Product Item 0042,3,2024-11-28 04:42:00,5.04,13531,United Kingdom
585468,POST0034,Product Item 0034,22,2024-11-22 01:49:00,21.04,15440,United Kingdom
583272,POST0030,Product Item 0030,11,2024-01-15 16:56:00,15.82,12823,United Kingdom
588672,POST0059,Product Item 0059,15,2025-09-05 20:03:00,12.77,12928,United Kingdom
586192,POST0055,Product Item 0055,22,2024-08-13 09:03:00,15.13,17029,United Kingdom
584320,POST0013,Product Item 0013,5,2025-02-28 00:24:00,40.46,17236,United Kingdom
583558,POST0013,Product Item 0013,20,2025-02-11 14:02:00,46.56,12133,Germany
585698,POST0018,Product Item 0018,10,2024-04-22 13:10:00,21.14,14105,United Kingdom
585311,POST0032,Product Item 0032,12,2025-03-03 12:17:00,45.44,15627,United Kingdom
582996,POST0032,Product Item 0032,15,2024-01-01 00:56:00,17.09,16780,Germany
584673,POST0035,Product Item 0035,17,2024-09-22 02:59:00,24.6,13852,Netherlands
582564,POST0059,Product Item 0059,10,2025-05-05 03:51:00,12.46,16910,France
585018,POST0039,Product Item 0039,6,2024-07-26 05:42:00,32.56,17268,United Kingdom
582840,POST0046,Product Item 0046,18,2025-09-13 07:56:00,48.97,16175,United Kingdom
587058,POST0052,Product Item 0052,13,2025-01-03 09:35:00,30.76,14933,United Kingdom
588131,POST0029,Product Item 0029,3,2024-11-01 07:34:00,18.85,15284,United Kingdom
584291,POST0049,Product Item 0049,24,2024-01-12 20:55:00,32.91,16298,United Kingdom
583887,POST0029,Product Item 0029,10,2024-12-10 04:48:00,7.46,14811,United Kingdom
581726,POST0053,Product Item 0053,14,2025-04-09 20:36:00,44.59,17348,Germany
582244,POST0044,Product Item 0044,6,2025-11-30 04:17:00,25.89,17795,United Kingdom
584460,POST0057,Product Item 0057,3,2025-10-27 08:49:00,23.29,13250,Germany
587697,POST0016,Product Item 0016,16,2025-05-08 11:26:00,29.91,17778,United Kingdom
584718,POST0056,Product Item 0056,7,2025-01-02 15:28:00,31.8,17651,United Kingdom
582065,POST0044,Product Item 0044,20,2025-02-23 03:48:00,4.98,15512,United Kingdom
585771,POST0047,Product Item 0047,14,2024-06-19 20:49:00,34.6,13256,United Kingdom
588016,POST0057,Product Item 0057,9,2024-05-13 09:55:00,13.23,15376,United Kingdom
581282,POST0010,Product Item 0010,15,2025-03-02 07:14:00,36.12,17645,United Kingdom
582081,POST0030,Product Item 0030,21,2024-01-25 14:41:00,41.38,17262,Spain
584885,POST0025,Product Item 0025,3,2025-06-13 17:00:00,40.48,15486,United Kingdom
583881,POST0039,Product Item 0039,2,2024-07-08 06:41:00,28.29,15584,United Kingdom
583584,POST0020,Product Item 0020,2,2024-05-20 10:21:00,26.72,13396,United Kingdom
588240,POST0005,Product Item 0005,3,2025-07-08 01:27:00,8.43,15637,United Kingdom
587004,POST0001,Product Item 0001,18,2025-10-19 09:43:00,39.1,15330,United Kingdom
583970,POST0030,Product Item 0030,14,2024-11-10 05:08:00,14.66,14703,United Kingdom
582152,POST0049,Product Item 0049,20,2025-03-19 15:05:00,25.58,12470,United Kingdom
588766,POST0003,Product Item 0003,18,2024-11-14 05:42:00,15.28,17131,United Kingdom
587985,POST0045,Product Item 0045,10,2025-03-16 07:15:00,7.99,13353,United Kingdom
584497,POST0014,Product Item 0014,2,2024-04-01 02:56:00,32.03,14783,United Kingdom
581947,POST0056,Product Item 0056,22,2024-06-27 02:18:00,4.13,14831,United Kingdom
585760,POST0030,Product Item 0030,1,2024-02-25 03:13:00,37.8,17063,United Kingdom
582717,POST0050,Product Item 0050,4,2024-06-03 20:09:00,16.9,12357,United Kingdom
586244,POST0004,Product Item 0004,14,2025-11-02 20:41:00,1.51,15019,United Kingdom
581066,POST0018,Product Item 0018,1,2024-04-20 19:47:00,26.28,12667,United Kingdom
587149,POST0037,Product Item 0037,14,2024-05-16 19:44:00,3.77,16468,Germany
581636,POST0025,Product Item 0025,16,2024-08-19 15:42:00,14.89,17127,United Kingdom
581313,POST0048,Product Item 0048,22,2025-04-12 08:44:00,35.78,13145,EIRE
584397,POST0001,Product Item 0001,14,2025-04-25 17:45:00,4.54,17467,Spain
581564,POST0053,Product Item 0053,20,2024-03-08 15:14:00,42.2,16185,United Kingdom
582601,POST0046,Product Item 0046,3,2024-09-05 03:29:00,1.69,15719,United Kingdom
581825,POST0015,Product Item 0015,3,2024-11-18 12:20:00,13.47,14745,United Kingdom
587649,POST0009,Product Item 0009,9,2025-06-01 14:21:00,37.43,12539,United Kingdom
586201,POST0015,Product Item 0015,6,2025-03-07 21:38:00,16.84,14779,United Kingdom
584670,POST0049,Product Item 0049,13,2025-05-01 15:53:00,6.44,16964,United Kingdom
582025,POST0057,Product Item 0057,21,2025-08-28 21:42:00,18.97,16136,United Kingdom
583251,POST0024,Product Item 0024,2,2025-03-04 21:14:00,14.61,16835,Germany
585757,POST0004,Product Item 0004,8,2024-09-25 22:13:00,42.36,15775,United Kingdom
581804,POST0012,Product Item 0012,21,2025-06-20 13:52:00,16.69,17320,United Kingdom
583451,POST0059,Product Item 0059,2,2024-05-27 02:19:00,39.76,17024,United Kingdom
588270,POST0058,Product Item 0058,4,2024-04-27 13:11:00,44.75,14508,United Kingdom
585631,POST0037,Product Item 0037,15,2025-01-01 09:05:00,22.54,14779,United Kingdom
582391,POST0037,Product Item 0037,4,2024-03-06 16:56:00,45.62,12924,France
582235,POST0043,Product Item 0043,13,2025-01-04 00:56:00,19.8,14956,United Kingdom
587720,POST0006,Product Item 0006,12,2024-06-23 01:51:00,48.25,13581,United Kingdom
585032,POST0039,Product Item 0039,13,2025-08-10 00:04:00,5.83,15324,United Kingdom
584280,POST0056,Product Item 0056,14,2025-05-09 23:53:00,34.81,16485,France
587906,POST0046,Product Item 0046,20,2024-04-23 23:57:00,25.45,17713,United Kingdom
587016,POST0024,Product Item 0024,18,2024-04-20 20:05:00,20.3,12255,United Kingdom
587260,POST0011,Product Item 0011,6,2025-03-14 17:16:00,32.18,16804,United Kingdom
585723,POST0013,Product Item 0013,11,2024-05-26 22:42:00,35.63,13838,United Kingdom
585844,POST0034,Product Item 0034,2,2024-02-04 21:22:00,1.71,13944,United Kingdom
584549,POST0025,Product Item 0025,23,2024-11-04 01:29:00,9.6,12009,United Kingdom
585200,POST0007,Product Item 0007,19,2025-06-21 10:15:00,36.08,14871,United Kingdom
587638,POST0052,Product Item 0052,19,2024-01-14 14:50:00,33.81,12797,United Kingdom
588938,POST0004,Product Item 0004,5,2025-01-08 11:37:00,48.34,16972,EIRE
585141,POST0059,Product Item 0059,19,2025-07-10 21:13:00,38.4,17124,United Kingdom
587966,POST0008,Product Item 0008,2,2025-03-03 21:18:00,47.6,13015,United Kingdom
582354,POST0020,Product Item 0020,10,2024-08-20 14:57:00,35.57,13824,United Kingdom
586335,POST0029,Product Item 0029,2,2025-07-16 16:10:00,15.95,16469,United Kingdom
586077,POST0054,Product Item 0054,11,2025-10-24 18:51:00,6.61,15136,France
586055,POST0053,Product Item 0053,18,2025-03-15 11:07:00,39.41,14193,United Kingdom
586611,POST0051,Product Item 0051,24,2025-05-16 09:53:00,32.73,12223,United Kingdom
582836,POST0045,Product Item 0045,15,2024-10-01 09:48:00,3.84,17358,United Kingdom
583892,POST0046,Product Item 0046,9,2024-03-16 08:04:00,18.96,17898,United Kingdom
583496,POST0010,Product Item 0010,23,2025-03-14 16:21:00,47.9,16948,United Kingdom
583583,POST0043,Product Item 0043,19,2025-11-29 16:11:00,25.76,16158,United Kingdom
583558,POST0034,Product Item 0034,9,2024-10-15 21:21:00,22.48,17336,United Kingdom
586577,POST0057,Product Item 0057,3,2025-06-23 10:38:00,23.69,15925,Netherlands
584618,POST0026,Product Item 0026,21,2025-11-22 16:36:00,11.63,16784,United Kingdom
582559,POST0041,Product Item 0041,9,2024-09-09 04:41:00,19.38,17580,United Kingdom
587683,POST0049,Product Item 0049,14,2024-05-05 16:25:00,19.43,16000,Germany
582507,POST0058,Product Item 0058,19,2024-06-25 18:31:00,4.04,13633,United Kingdom
585071,POST0003,Product Item 0003,7,2024-02-06 20:27:00,38.72,14152,United Kingdom
583063,POST0056,Product Item 0056,16,2025-02-13 00:15:00,21.7,12510,United Kingdom
584642,POST0006,Product Item 0006,16,2025-09-02 19:34:00,41.37,12384,United Kingdom
583000,POST0005,Product Item 0005,1,2025-09-01 15:35:00,42.73,12404,United Kingdom
587386,POST0005,Product Item 0005,4,2024-05-06 04:13:00,11.78,16613,United Kingdom
587069,POST0054,Product Item 0054,4,2025-04-27 20:11:00,33.38,16571,France
588374,POST0047,Product Item 0047,7,2024-06-16 05:28:00,24.4,14000,United Kingdom
586007,POST0023,Product Item 0023,8,2025-08-14 09:03:00,44.18,14756,United Kingdom
582294,POST0049,Product Item 0049,17,2024-10-20 13:02:00,11.96,13668,United Kingdom
587904,POST0009,Product Item 0009,5,2025-09-29 16:36:00,34.37,17989,United Kingdom
585065,POST0035,Product Item 0035,7,2024-12-08 23:40:00,30.97,13460,United Kingdom
586898,POST0020,Product Item 0020,20,2024-11-05 22:33:00,15.82,15636,United Kingdom
583752,POST0058,Product Item 0058,20,2025-10-23 14:04:00,8.12,14724,Germany
582753,POST0049,Product Item 0049,4,2025-06-11 19:52:00,33.1,16809,United Kingdom
585210,POST0059,Product Item 0059,6,2025-06-23 06:05:00,37.31,16178,United Kingdom
582603,POST0042,Product Item 0042,7,2025-02-22 20:01:00,16.8,17264,United Kingdom
582322,POST0035,Product Item 0035,18,2025-03-19 10:54:00,32.77,17997,United Kingdom
586956,POST0050,Product Item 0050,5,2025-11-15 23:05:00,20.66,14048,United Kingdom
588650,POST0018,Product Item 0018,20,2025-07-11 12:39:00,36.08,16146,United Kingdom
587540,POST0017,Product Item 0017,3,2024-08-23 10:38:00,11.16,16780,United Kingdom
583441,POST0024,Product Item 0024,7,2025-03-14 17:43:00,44.67,12716,United Kingdom
582098,POST0003,Product Item 0003,22,2024-08-01 15:23:00,15.44,17565,United Kingdom
586073,POST0032,Product Item 0032,14,2024-03-25 06:55:00,19.33,16544,United Kingdom
582505,POST0035,Product Item 0035,7,2024-03-25 22:58:00,4.32,16976,United Kingdom
582126,POST0038,Product Item 0038,5,2025-05-03 04:14:00,6.91,16583,United Kingdom
581296,POST0013,Product Item 0013,22,2024-03-05 19:26:00,26.51,13823,United Kingdom
584049,POST0056,Product Item 0056,5,2025-10-07 11:49:00,14.48,14081,United Kingdom
583225,POST0047,Product Item 0047,23,2025-10-24 09:36:00,42.01,15419,United Kingdom
588382,POST0025,Product Item 0025,2,2025-09-18 14:59:00,2.21,13574,United Kingdom
588110,POST0009,Product Item 0009,21,2024-03-04 00:10:00,19.88,12249,United Kingdom
587458,POST0004,Product Item 0004,22,2024-12-08 00:25:00,17.86,12673,United Kingdom
586158,POST0014,Product Item 0014,6,2024-12-17 15:56:00,2.44,16533,United Kingdom
585354,POST0037,Product Item 0037,15,2024-06-06 07:00:00,7.53,14165,EIRE
584787,POST0034,Product Item 0034,21,2025-08-11 20:44:00,21.56,12770,United Kingdom
587150,POST0011,Product Item 0011,10,2025-05-05 08:15:00,25.4,15962,United Kingdom
583096,POST0041,Product Item 0041,23,2025-10-19 21:00:00,21.1,16363,United Kingdom
584609,POST0056,Product Item 0056,24,2025-04-07 03:56:00,27.25,13984,Germany
583208,POST0003,Product Item 0003,7,2024-08-12 16:48:00,30.36,13077,United Kingdom
586988,POST0059,Product Item 0059,5,2024-11-08 03:38:00,1.98,12235,United Kingdom
581175,POST0028,Product Item 0028,1,2025-09-06 07:40:00,24.0,12388,United Kingdom
588758,POST0029,Product Item 0029,13,2025-04-10 11:02:00,48.22,15037,United Kingdom
588169,POST0009,Product Item 0009,21,2024-03-28 10:34:00,26.67,16858,United Kingdom
586096,POST0003,Product Item 0003,18,2024-10-29 19:27:00,34.35,13848,Spain
587014,POST0025,Product Item 0025,13,2025-11-10 16:29:00,16.62,16719,United Kingdom
583502,POST0034,Product Item 0034,21,2025-03-10 03:08:00,39.03,14814,EIRE
584999,POST0012,Product Item 0012,21,2025-11-12 04:14:00,38.98,15374,United Kingdom
582667,POST0042,Product Item 0042,18,2024-05-14 01:07:00,26.78,15278,United Kingdom
585371,POST0009,Product Item 0009,5,2024-02-19 10:15:00,48.83,13252,United Kingdom
583545,POST0015,Product Item 0015,13,2025-03-07 05:35:00,7.59,15981,United Kingdom
588796,POST0040,Product Item 0040,4,2024-12-05 11:10:00,2.32,16673,Germany
581675,POST0025,Product Item 0025,17,2024-12-12 13:40:00,38.84,14122,EIRE
582823,POST0005,Product Item 0005,3,2025-10-07 14:33:00,40.64,16530,France
586147,POST0011,Product Item 0011,17,2024-12-12 23:52:00,7.33,14150,United Kingdom
582356,POST0059,Product Item 0059,11,2025-10-10 04:59:00,14.38,16859,United Kingdom
584072,POST0034,Product Item 0034,21,2024-09-01 05:56:00,2.35,13329,United Kingdom
584259,POST0024,Product Item 0024,20,2024-04-18 04:15:00,15.72,13358,Spain
587199,POST0015,Product Item 0015,23,2025-06-16 16:47:00,38.99,14482,United Kingdom
581546,POST0038,Product Item 0038,21,2024-03-30 05:52:00,26.62,16542,United Kingdom
586231,POST0008,Product Item 0008,4,2024-10-22 08:43:00,18.38,14017,United Kingdom
588965,POST0059,Product Item 0059,2,2024-04-21 15:49:00,19.53,13331,United Kingdom
588477,POST0005,Product Item 0005,20,2025-08-11 12:35:00,1.57,16344,Netherlands
583083,POST0048,Product Item 0048,16,2024-06-25 04:43:00,16.04,16261,United Kingdom
583040,POST0026,Product Item 0026,18,2024-12-08 22:15:00,32.85,13358,United Kingdom
585534,POST0018,Product Item 0018,8,2025-10-21 01:38:00,48.74,17115,United Kingdom
582752,POST0006,Product Item 0006,3,2024-04-10 03:16:00,42.57,16637,United Kingdom
582615,POST0037,Product Item 0037,9,2025-09-20 08:01:00,2.64,16854,United Kingdom
582849,POST0048,Product Item 0048,20,2025-08-26 14:37:00,45.07,15177,United Kingdom
583642,POST0013,Product Item 0013,6,2025-02-04 20:49:00,39.48,14128,Germany
582600,POST0028,Product Item 0028,10,2024-01-28 10:14:00,39.34,14180,EIRE
584396,POST0005,Product Item 0005,21,2025-06-20 10:17:00,23.71,16892,United Kingdom
586759,POST0013,Product Item 0013,10,2024-02-27 23:08:00,20.8,12137,United Kingdom
585402,POST0017,Product Item 0017,13,2025-05-12 06:07:00,16.19,15472,EIRE
584605,POST0050,Product Item 0050,17,2024-10-23 09:29:00,4.69,17449,United Kingdom
584799,POST0040,Product Item 0040,9,2024-05-13 09:49:00,12.57,14832,United Kingdom
581618,POST0045,Product Item 0045,17,2024-11-26 18:18:00,13.46,15579,United Kingdom
582132,POST0032,Product Item 0032,24,2024-09-05 17:45:00,24.97,17971,United Kingdom
586491,POST0029,Product Item 0029,9,2025-07-03 07:01:00,37.74,15031,United Kingdom
587500,POST0051,Product Item 0051,9,2024-03-15 13:55:00,24.48,16164,Spain
587324,POST0058,Product Item 0058,1,2025-10-15 20:04:00,4.3,14593,United Kingdom
586475,POST0003,Product Item 0003,2,2024-06-16 09:04:00,47.94,17569,United Kingdom
586795,POST0056,Product Item 0056,16,2025-05-17 01:10:00,47.21,16300,United Kingdom
583115,POST0040,Product Item 0040,1,2024-12-20 18:48:00,39.57,15818,United Kingdom
583339,POST0034,Product Item 0034,10,2024-08-12 20:23:00,49.57,16138,United Kingdom
583739,POST0040,Product Item 0040,18,2025-10-25 18:44:00,27.9,15823,United Kingdom
585276,POST0027,Product Item 0027,8,2025-06-14 12:47:00,48.18,16042,United Kingdom
588633,POST0013,Product Item 0013,21,2024-05-25 05:06:00,5.17,13906,United Kingdom
587577,POST0045,Product Item 0045,11,2024-08-28 06:16:00,19.23,12760,France
582487,POST0033,Product Item 0033,23,2024-12-09 10:54:00,12.43,15445,United Kingdom
588848,POST0006,Product Item 0006,2,2024-02-04 11:17:00,11.0,12899,United Kingdom
586009,POST0024,Product Item 0024,8,2024-01-01 06:38:00,8.33,16455,United Kingdom
582557,POST0019,Product Item 0019,22,2024-06-01 03:40:00,31.68,14947,United Kingdom
583113,POST0016,Product Item 0016,8,2025-03-04 03:01:00,39.39,13719,United Kingdom
582044,POST0040,Product Item 0040,17,2025-05-22 05:06:00,29.54,12280,United Kingdom
586731,POST0028,Product Item 0028,15,2024-05-05 08:41:00,8.63,15266,United Kingdom
583431,POST0033,Product Item 0033,17,2025-05-05 23:39:00,40.83,13887,United Kingdom
588979,POST0059,Product Item 0059,23,2025-04-26 16:53:00,32.34,15266,France
586734,POST0059,Product Item 0059,24,2024-12-10 00:03:00,20.32,12666,France
582582,POST0048,Product Item 0048,13,2024-08-08 14:22:00,34.19,16188,France
587182,POST0041,Product Item 0041,19,2024-01-25 14:07:00,14.1,12671,United Kingdom
582308,POST0013,Product Item 0013,5,2025-06-11 13:23:00,18.24,13969,United Kingdom
585917,POST0043,Product Item 0043,12,2024-06-30 21:44:00,45.99,16156,United Kingdom
581601,POST0045,Product Item 0045,1,2025-05-13 03:34:00,15.59,15122,United Kingdom
582620,POST0025,Product Item 0025,23,2025-10-02 16:11:00,24.29,17124,United Kingdom
585880,POST0053,Product Item 0053,5,2024-02-11 01:40:00,44.66,17585,United Kingdom
588503,POST0042,Product Item 0042,8,2025-04-25 16:02:00,35.82,16699,United Kingdom
586307,POST0036,Product Item 0036,13,2025-03-14 09:32:00,4.52,16777,Germany
585766,POST0027,Product Item 0027,8,2025-02-05 22:12:00,8.64,15900,United Kingdom
586362,POST0038,Product Item 0038,23,2025-06-29 10:57:00,1.88,17524,United Kingdom
586192,POST0007,Product Item 0007,11,2024-12-10 15:38:00,32.09,12523,United Kingdom
587622,POST0005,Product Item 0005,1,2024-02-14 18:06:00,23.21,14393,United Kingdom
587093,POST0043,Product Item 0043,13,2025-10-07 03:45:00,8.01,15117,United Kingdom
587704,POST0045,Product Item 0045,19,2024-01-21 01:44:00,47.95,14593,United Kingdom
581100,POST0058,Product Item 0058,24,2025-09-25 12:51:00,27.18,13968,United Kingdom
587657,POST0057,Product Item 0057,3,2024-03-10 21:18:00,13.23,17197,United Kingdom
586875,POST0051,Product Item 0051,24,2024-02-17 07:08:00,25.77,13753,United Kingdom
585271,POST0031,Product Item 0031,17,2025-05-05 07:13:00,34.45,17932,United Kingdom
581237,POST0023,Product Item 0023,5,2025-07-04 20:30:00,5.2,14296,United Kingdom
588053,POST0042,Product Item 0042,20,2024-10-13 17:31:00,14.82,17240,France
588226,POST0010,Product Item 0010,21,2024-01-10 11:21:00,40.63,14261,United Kingdom
586218,POST0032,Product Item 0032,8,2025-06-25 22:39:00,23.79,14286,United Kingdom
585025,POST0043,Product Item 0043,14,2024-09-30 09:47:00,28.0,17175,United Kingdom
583918,POST0053,Product Item 0053,4,2025-08-22 18:12:00,22.49,16202,EIRE
587073,POST0030,Product Item 0030,11,2025-01-15 14:25:00,3.63,14878,Germany
583542,POST0039,Product Item 0039,20,2024-11-24 12:25:00,9.54,16143,United Kingdom
588090,POST0031,Product Item 0031,15,2025-04-23 19:50:00,23.1,15644,United Kingdom
583003,POST0018,Product Item 0018,19,2024-01-15 14:23:00,11.64,16432,France
582537,POST0036,Product Item 0036,7,2025-05-30 06:07:00,3.92,17145,United Kingdom
581754,POST0002,Product Item 0002,19,2024-07-09 04:10:00,42.41,17376,United Kingdom
584368,POST0014,Product Item 0014,19,2024-06-16 14:18:00,49.08,14055,United Kingdom
583258,POST0013,Product Item 0013,11,2025-06-04 14:15:00,39.96,16720,Germany
586242,POST0029,Product Item 0029,5,2025-09-12 19:53:00,42.9,17986,United Kingdom
588396,POST0012,Product Item 0012,5,2024-05-16 18:33:00,13.23,13276,United Kingdom
584665,POST0039,Product Item 0039,22,2024-06-02 09:20:00,48.08,17811,United Kingdom
588823,POST0002,Product Item 0002,8,2025-01-22 04:53:00,11.05,14766,United Kingdom
586507,POST0032,Product Item 0032,10,2024-07-27 15:18:00,47.63,12302,United Kingdom
585235,POST0013,Product Item 0013,6,2024-09-28 19:33:00,49.74,12638,Netherlands
581540,POST0046,Product Item 0046,15,2024-05-22 19:15:00,36.01,12055,United Kingdom
586510,POST0027,Product Item 0027,16,2025-09-02 07:12:00,49.08,16821,United Kingdom
581269,POST0049,Product Item 0049,17,2024-03-09 00:58:00,29.12,12525,United Kingdom
588926,POST0041,Product Item 0041,8,2024-09-03 16:08:00,14.09,16569,United Kingdom
586131,POST0017,Product Item 0017,8,2024-09-17 13:55:00,22.69,16123,United Kingdom
586986,POST0040,Product Item 0040,9,2024-03-19 03:18:00,30.28,14125,United Kingdom
584460,POST0031,Product Item 0031,2,2025-10-19 03:34:00,5.04,15287,United Kingdom
584408,POST0034,Product Item 0034,15,2025-09-14 14:57:00,31.68,12364,United Kingdom
581505,POST0024,Product Item 0024,18,2025-08-27 07:51:00,49.08,16621,United Kingdom
582129,POST0045,Product Item 0045,3,2025-06-08 04:06:00,10.72,17431,United Kingdom
583079,POST0035,Product Item 0035,17,2025-09-12 06:21:00,39.93,16978,United Kingdom
584145,POST0048,Product Item 0048,4,2024-11-25 16:30:00,45.52,17126,EIRE
584242,POST0006,Product Item 0006,4,2024-07-07 21:02:00,47.26,17122,United Kingdom
586968,POST0019,Product Item 0019,14,2024-04-04 15:26:00,48.06,13646,Netherlands
586188,POST0030,Product Item 0030,9,2025-09-08 23:10:00,26.79,12918,United Kingdom
585908,POST0007,Product Item 0007,9,2024-01-08 19:51:00,48.89,14797,Spain
581361,POST0010,Product Item 0010,23,2024-03-07 09:19:00,38.22,17870,United Kingdom
584720,POST0041,Product Item 0041,18,2025-05-10 17:54:00,9.34,13531,United Kingdom
582456,POST0032,Product Item 0032,10,2024-07-09 11:28:00,24.62,15345,United Kingdom
586024,POST0034,Product Item 0034,21,2024-12-31 06:19:00,36.33,13906,United Kingdom
585067,POST0028,Product Item 0028,4,2025-06-04 07:53:00,13.49,15086,United Kingdom
585195,POST0015,Product Item 0015,12,2024-04-26 18:23:00,32.56,17311,United Kingdom
582681,POST0030,Product Item 0030,8,2024-09-23 11:36:00,33.82,17750,United Kingdom
